"","X1","X2","count","description"
"1617","Sobic.003G304100.1.p","TATA-box",28,"Plant growth and development"
"1618","Sobic.003G371000.1.p","TATA-box",16,"Plant growth and development"
"1619","Sobic.003G371100.1.p","TATA-box",34,"Plant growth and development"
"1620","Sobic.003G371250.1.p","TATA-box",41,"Plant growth and development"
"1621","Sobic.003G371400.1.p","TATA-box",2,"Plant growth and development"
"1622","Sobic.003G371600.2.p","TATA-box",48,"Plant growth and development"
"1623","Sobic.003G371750.1.p","TATA-box",30,"Plant growth and development"
"1624","Sobic.003G372000.1.p","TATA-box",12,"Plant growth and development"
"1625","Sobic.003G372100.2.p","TATA-box",17,"Plant growth and development"
"1626","Sobic.003G392700.1.p","TATA-box",44,"Plant growth and development"
"1627","Sobic.003G399200.1.p","TATA-box",33,"Plant growth and development"
"1628","Sobic.004G193000.1.p","TATA-box",22,"Plant growth and development"
"1629","Sobic.004G243200.1.p","TATA-box",11,"Plant growth and development"
"1630","Sobic.004G260500.1.p","TATA-box",19,"Plant growth and development"
"1631","Sobic.004G276200.1.p","TATA-box",21,"Plant growth and development"
"1632","Sobic.005G090600.1.p","TATA-box",19,"Plant growth and development"
"1633","Sobic.005G107400.1.p","TATA-box",46,"Plant growth and development"
"1634","Sobic.005G107500.1.p","TATA-box",60,"Plant growth and development"
"1635","Sobic.005G110466.1.p","TATA-box",56,"Plant growth and development"
"1636","Sobic.006G089300.1.p","TATA-box",90,"Plant growth and development"
"1637","Sobic.006G130400.1.p","TATA-box",7,"Plant growth and development"
"1638","Sobic.006G130501.1.p","TATA-box",20,"Plant growth and development"
"1639","Sobic.006G130600.2.p","TATA-box",20,"Plant growth and development"
"1640","Sobic.006G130700.1.p","TATA-box",55,"Plant growth and development"
"1641","Sobic.006G155200.1.p","TATA-box",43,"Plant growth and development"
"1642","Sobic.006G201100.1.p","TATA-box",58,"Plant growth and development"
"1643","Sobic.006G201200.1.p","TATA-box",11,"Plant growth and development"
"1644","Sobic.006G251200.1.p","TATA-box",35,"Plant growth and development"
"1645","Sobic.006G279700.1.p","TATA-box",34,"Plant growth and development"
"1646","Sobic.007G044300.1.p","TATA-box",49,"Plant growth and development"
"1647","Sobic.007G064500.1.p","TATA-box",34,"Plant growth and development"
"1648","Sobic.007G081300.1.p","TATA-box",93,"Plant growth and development"
"1649","Sobic.007G160900.1.p","TATA-box",71,"Plant growth and development"
"1650","Sobic.007G213200.1.p","TATA-box",28,"Plant growth and development"
"1651","Sobic.008G081200.1.p","TATA-box",15,"Plant growth and development"
"1652","Sobic.008G081400.1.p","TATA-box",55,"Plant growth and development"
"1653","Sobic.008G081500.1.p","TATA-box",51,"Plant growth and development"
"1654","Sobic.008G180300.1.p","TATA-box",33,"Plant growth and development"
"1655","Sobic.008G190200.1.p","TATA-box",35,"Plant growth and development"
"1656","Sobic.009G049900.4.p","TATA-box",23,"Plant growth and development"
"1657","Sobic.009G099000.1.p","TATA-box",14,"Plant growth and development"
"1658","Sobic.009G101800.2.p","TATA-box",70,"Plant growth and development"
"1659","Sobic.009G136500.1.p","TATA-box",24,"Plant growth and development"
"1660","Sobic.009G136600.1.p","TATA-box",58,"Plant growth and development"
"1661","Sobic.009G136700.1.p","TATA-box",50,"Plant growth and development"
"1662","Sobic.009G136800.1.p","TATA-box",56,"Plant growth and development"
"1663","Sobic.009G136900.1.p","TATA-box",63,"Plant growth and development"
"1664","Sobic.009G148800.1.p","TATA-box",9,"Plant growth and development"
"1665","Sobic.009G148900.1.p","TATA-box",43,"Plant growth and development"
"1666","Sobic.010G099700.1.p","TATA-box",35,"Plant growth and development"
"1667","Sobic.010G109200.1.p","TATA-box",52,"Plant growth and development"
"1668","Sobic.010G127800.1.p","TATA-box",22,"Plant growth and development"
"1669","Sobic.010G133100.1.p","TATA-box",31,"Plant growth and development"
"1670","Sobic.010G166850.1.p","TATA-box",11,"Plant growth and development"
"1671","Sobic.010G175900.2.p","TATA-box",25,"Plant growth and development"
"1672","Sobic.K022800.1.p","TATA-box",20,"Plant growth and development"
"1673","Sobic.001G032000.1.p","TCA-element",0,"Plant hormone related"
"1674","Sobic.001G099400.1.p","TCA-element",0,"Plant hormone related"
"1675","Sobic.001G111150.1.p","TCA-element",1,"Plant hormone related"
"1676","Sobic.001G133900.1.p","TCA-element",0,"Plant hormone related"
"1677","Sobic.001G223100.2.p","TCA-element",0,"Plant hormone related"
"1678","Sobic.001G223200.1.p","TCA-element",1,"Plant hormone related"
"1679","Sobic.001G275500.2.p","TCA-element",0,"Plant hormone related"
"1680","Sobic.001G275600.2.p","TCA-element",2,"Plant hormone related"
"1681","Sobic.001G275800.1.p","TCA-element",0,"Plant hormone related"
"1682","Sobic.001G276100.1.p","TCA-element",0,"Plant hormone related"
"1683","Sobic.001G276300.1.p","TCA-element",0,"Plant hormone related"
"1684","Sobic.001G276400.1.p","TCA-element",1,"Plant hormone related"
"1685","Sobic.001G276600.1.p","TCA-element",2,"Plant hormone related"
"1686","Sobic.001G276700.1.p","TCA-element",0,"Plant hormone related"
"1687","Sobic.001G276800.1.p","TCA-element",1,"Plant hormone related"
"1688","Sobic.001G282000.1.p","TCA-element",0,"Plant hormone related"
"1689","Sobic.001G282100.1.p","TCA-element",1,"Plant hormone related"
"1690","Sobic.001G302800.1.p","TCA-element",1,"Plant hormone related"
"1691","Sobic.001G443900.1.p","TCA-element",1,"Plant hormone related"
"1692","Sobic.001G444000.1.p","TCA-element",0,"Plant hormone related"
"1693","Sobic.001G444100.1.p","TCA-element",0,"Plant hormone related"
"1694","Sobic.001G511000.2.p","TCA-element",2,"Plant hormone related"
"1695","Sobic.001G541900.2.p","TCA-element",0,"Plant hormone related"
"1696","Sobic.002G000800.2.p","TCA-element",0,"Plant hormone related"
"1697","Sobic.002G064800.1.p","TCA-element",1,"Plant hormone related"
"1698","Sobic.002G091800.1.p","TCA-element",1,"Plant hormone related"
"1699","Sobic.002G367700.1.p","TCA-element",0,"Plant hormone related"
"1700","Sobic.003G076200.2.p","TCA-element",2,"Plant hormone related"
"1701","Sobic.003G107100.1.p","TCA-element",1,"Plant hormone related"
"1702","Sobic.003G185100.1.p","TCA-element",2,"Plant hormone related"
"1703","Sobic.003G295500.1.p","TCA-element",0,"Plant hormone related"
"1704","Sobic.003G304000.1.p","TCA-element",1,"Plant hormone related"
"1705","Sobic.003G304100.1.p","TCA-element",0,"Plant hormone related"
"1706","Sobic.003G371000.1.p","TCA-element",0,"Plant hormone related"
"1707","Sobic.003G371100.1.p","TCA-element",0,"Plant hormone related"
"1708","Sobic.003G371250.1.p","TCA-element",0,"Plant hormone related"
"1709","Sobic.003G371400.1.p","TCA-element",0,"Plant hormone related"
"1710","Sobic.003G371600.2.p","TCA-element",1,"Plant hormone related"
"1711","Sobic.003G371750.1.p","TCA-element",3,"Plant hormone related"
"1712","Sobic.003G372000.1.p","TCA-element",1,"Plant hormone related"
"1713","Sobic.003G372100.2.p","TCA-element",0,"Plant hormone related"
"1714","Sobic.003G392700.1.p","TCA-element",0,"Plant hormone related"
"1715","Sobic.003G399200.1.p","TCA-element",0,"Plant hormone related"
"1716","Sobic.004G193000.1.p","TCA-element",0,"Plant hormone related"
"1717","Sobic.004G243200.1.p","TCA-element",1,"Plant hormone related"
"1718","Sobic.004G260500.1.p","TCA-element",0,"Plant hormone related"
"1719","Sobic.004G276200.1.p","TCA-element",1,"Plant hormone related"
"1720","Sobic.005G090600.1.p","TCA-element",1,"Plant hormone related"
"1721","Sobic.005G107400.1.p","TCA-element",0,"Plant hormone related"
"1722","Sobic.005G107500.1.p","TCA-element",0,"Plant hormone related"
"1723","Sobic.005G110466.1.p","TCA-element",1,"Plant hormone related"
"1724","Sobic.006G089300.1.p","TCA-element",0,"Plant hormone related"
"1725","Sobic.006G130400.1.p","TCA-element",0,"Plant hormone related"
"1726","Sobic.006G130501.1.p","TCA-element",0,"Plant hormone related"
"1727","Sobic.006G130600.2.p","TCA-element",2,"Plant hormone related"
"1728","Sobic.006G130700.1.p","TCA-element",1,"Plant hormone related"
"1729","Sobic.006G155200.1.p","TCA-element",1,"Plant hormone related"
"1730","Sobic.006G201100.1.p","TCA-element",1,"Plant hormone related"
"1731","Sobic.006G201200.1.p","TCA-element",1,"Plant hormone related"
"1732","Sobic.006G251200.1.p","TCA-element",0,"Plant hormone related"
"1733","Sobic.006G279700.1.p","TCA-element",0,"Plant hormone related"
"1734","Sobic.007G044300.1.p","TCA-element",0,"Plant hormone related"
"1735","Sobic.007G064500.1.p","TCA-element",0,"Plant hormone related"
"1736","Sobic.007G081300.1.p","TCA-element",1,"Plant hormone related"
"1737","Sobic.007G160900.1.p","TCA-element",0,"Plant hormone related"
"1738","Sobic.007G213200.1.p","TCA-element",0,"Plant hormone related"
"1739","Sobic.008G081200.1.p","TCA-element",0,"Plant hormone related"
"1740","Sobic.008G081400.1.p","TCA-element",0,"Plant hormone related"
"1741","Sobic.008G081500.1.p","TCA-element",0,"Plant hormone related"
"1742","Sobic.008G180300.1.p","TCA-element",0,"Plant hormone related"
"1743","Sobic.008G190200.1.p","TCA-element",1,"Plant hormone related"
"1744","Sobic.009G049900.4.p","TCA-element",2,"Plant hormone related"
"1745","Sobic.009G099000.1.p","TCA-element",0,"Plant hormone related"
"1746","Sobic.009G101800.2.p","TCA-element",1,"Plant hormone related"
"1747","Sobic.009G136500.1.p","TCA-element",0,"Plant hormone related"
"1748","Sobic.009G136600.1.p","TCA-element",0,"Plant hormone related"
"1749","Sobic.009G136700.1.p","TCA-element",0,"Plant hormone related"
"1750","Sobic.009G136800.1.p","TCA-element",0,"Plant hormone related"
"1751","Sobic.009G136900.1.p","TCA-element",0,"Plant hormone related"
"1752","Sobic.009G148800.1.p","TCA-element",1,"Plant hormone related"
"1753","Sobic.009G148900.1.p","TCA-element",0,"Plant hormone related"
"1754","Sobic.010G099700.1.p","TCA-element",2,"Plant hormone related"
"1755","Sobic.010G109200.1.p","TCA-element",1,"Plant hormone related"
"1756","Sobic.010G127800.1.p","TCA-element",0,"Plant hormone related"
"1757","Sobic.010G133100.1.p","TCA-element",0,"Plant hormone related"
"1758","Sobic.010G166850.1.p","TCA-element",0,"Plant hormone related"
"1759","Sobic.010G175900.2.p","TCA-element",0,"Plant hormone related"
"1760","Sobic.K022800.1.p","TCA-element",0,"Plant hormone related"
"1761","Sobic.001G032000.1.p","TGACG-motif",3,"Plant hormone related"
"1762","Sobic.001G099400.1.p","TGACG-motif",1,"Plant hormone related"
"1763","Sobic.001G111150.1.p","TGACG-motif",7,"Plant hormone related"
"1764","Sobic.001G133900.1.p","TGACG-motif",1,"Plant hormone related"
"1765","Sobic.001G223100.2.p","TGACG-motif",3,"Plant hormone related"
"1766","Sobic.001G223200.1.p","TGACG-motif",3,"Plant hormone related"
"1767","Sobic.001G275500.2.p","TGACG-motif",2,"Plant hormone related"
"1768","Sobic.001G275600.2.p","TGACG-motif",2,"Plant hormone related"
"1769","Sobic.001G275800.1.p","TGACG-motif",1,"Plant hormone related"
"1770","Sobic.001G276100.1.p","TGACG-motif",4,"Plant hormone related"
"1771","Sobic.001G276300.1.p","TGACG-motif",2,"Plant hormone related"
"1772","Sobic.001G276400.1.p","TGACG-motif",5,"Plant hormone related"
"1773","Sobic.001G276600.1.p","TGACG-motif",1,"Plant hormone related"
"1774","Sobic.001G276700.1.p","TGACG-motif",1,"Plant hormone related"
"1775","Sobic.001G276800.1.p","TGACG-motif",2,"Plant hormone related"
"1776","Sobic.001G282000.1.p","TGACG-motif",3,"Plant hormone related"
"1777","Sobic.001G282100.1.p","TGACG-motif",2,"Plant hormone related"
"1778","Sobic.001G302800.1.p","TGACG-motif",2,"Plant hormone related"
"1779","Sobic.001G443900.1.p","TGACG-motif",1,"Plant hormone related"
"1780","Sobic.001G444000.1.p","TGACG-motif",4,"Plant hormone related"
"1781","Sobic.001G444100.1.p","TGACG-motif",2,"Plant hormone related"
"1782","Sobic.001G511000.2.p","TGACG-motif",5,"Plant hormone related"
"1783","Sobic.001G541900.2.p","TGACG-motif",1,"Plant hormone related"
"1784","Sobic.002G000800.2.p","TGACG-motif",1,"Plant hormone related"
"1785","Sobic.002G064800.1.p","TGACG-motif",2,"Plant hormone related"
"1786","Sobic.002G091800.1.p","TGACG-motif",3,"Plant hormone related"
"1787","Sobic.002G367700.1.p","TGACG-motif",1,"Plant hormone related"
"1788","Sobic.003G076200.2.p","TGACG-motif",3,"Plant hormone related"
"1789","Sobic.003G107100.1.p","TGACG-motif",1,"Plant hormone related"
"1790","Sobic.003G185100.1.p","TGACG-motif",1,"Plant hormone related"
"1791","Sobic.003G295500.1.p","TGACG-motif",3,"Plant hormone related"
"1792","Sobic.003G304000.1.p","TGACG-motif",6,"Plant hormone related"
"1793","Sobic.003G304100.1.p","TGACG-motif",1,"Plant hormone related"
"1794","Sobic.003G371000.1.p","TGACG-motif",7,"Plant hormone related"
"1795","Sobic.003G371100.1.p","TGACG-motif",3,"Plant hormone related"
"1796","Sobic.003G371250.1.p","TGACG-motif",4,"Plant hormone related"
"1797","Sobic.003G371400.1.p","TGACG-motif",8,"Plant hormone related"
"1798","Sobic.003G371600.2.p","TGACG-motif",2,"Plant hormone related"
"1799","Sobic.003G371750.1.p","TGACG-motif",2,"Plant hormone related"
"1800","Sobic.003G372000.1.p","TGACG-motif",1,"Plant hormone related"
"1801","Sobic.003G372100.2.p","TGACG-motif",1,"Plant hormone related"
"1802","Sobic.003G392700.1.p","TGACG-motif",3,"Plant hormone related"
"1803","Sobic.003G399200.1.p","TGACG-motif",6,"Plant hormone related"
"1804","Sobic.004G193000.1.p","TGACG-motif",1,"Plant hormone related"
"1805","Sobic.004G243200.1.p","TGACG-motif",5,"Plant hormone related"
"1806","Sobic.004G260500.1.p","TGACG-motif",5,"Plant hormone related"
"1807","Sobic.004G276200.1.p","TGACG-motif",4,"Plant hormone related"
"1808","Sobic.005G090600.1.p","TGACG-motif",1,"Plant hormone related"
"1809","Sobic.005G107400.1.p","TGACG-motif",3,"Plant hormone related"
"1810","Sobic.005G107500.1.p","TGACG-motif",0,"Plant hormone related"
"1811","Sobic.005G110466.1.p","TGACG-motif",2,"Plant hormone related"
"1812","Sobic.006G089300.1.p","TGACG-motif",4,"Plant hormone related"
"1813","Sobic.006G130400.1.p","TGACG-motif",5,"Plant hormone related"
"1814","Sobic.006G130501.1.p","TGACG-motif",1,"Plant hormone related"
"1815","Sobic.006G130600.2.p","TGACG-motif",1,"Plant hormone related"
"1816","Sobic.006G130700.1.p","TGACG-motif",5,"Plant hormone related"
"1817","Sobic.006G155200.1.p","TGACG-motif",3,"Plant hormone related"
"1818","Sobic.006G201100.1.p","TGACG-motif",3,"Plant hormone related"
"1819","Sobic.006G201200.1.p","TGACG-motif",3,"Plant hormone related"
"1820","Sobic.006G251200.1.p","TGACG-motif",2,"Plant hormone related"
"1821","Sobic.006G279700.1.p","TGACG-motif",5,"Plant hormone related"
"1822","Sobic.007G044300.1.p","TGACG-motif",0,"Plant hormone related"
"1823","Sobic.007G064500.1.p","TGACG-motif",1,"Plant hormone related"
"1824","Sobic.007G081300.1.p","TGACG-motif",7,"Plant hormone related"
"1825","Sobic.007G160900.1.p","TGACG-motif",1,"Plant hormone related"
"1826","Sobic.007G213200.1.p","TGACG-motif",4,"Plant hormone related"
"1827","Sobic.008G081200.1.p","TGACG-motif",1,"Plant hormone related"
"1828","Sobic.008G081400.1.p","TGACG-motif",2,"Plant hormone related"
"1829","Sobic.008G081500.1.p","TGACG-motif",2,"Plant hormone related"
"1830","Sobic.008G180300.1.p","TGACG-motif",4,"Plant hormone related"
"1831","Sobic.008G190200.1.p","TGACG-motif",4,"Plant hormone related"
"1832","Sobic.009G049900.4.p","TGACG-motif",2,"Plant hormone related"
"1833","Sobic.009G099000.1.p","TGACG-motif",4,"Plant hormone related"
"1834","Sobic.009G101800.2.p","TGACG-motif",2,"Plant hormone related"
"1835","Sobic.009G136500.1.p","TGACG-motif",3,"Plant hormone related"
"1836","Sobic.009G136600.1.p","TGACG-motif",2,"Plant hormone related"
"1837","Sobic.009G136700.1.p","TGACG-motif",6,"Plant hormone related"
"1838","Sobic.009G136800.1.p","TGACG-motif",3,"Plant hormone related"
"1839","Sobic.009G136900.1.p","TGACG-motif",0,"Plant hormone related"
"1840","Sobic.009G148800.1.p","TGACG-motif",5,"Plant hormone related"
"1841","Sobic.009G148900.1.p","TGACG-motif",4,"Plant hormone related"
"1842","Sobic.010G099700.1.p","TGACG-motif",3,"Plant hormone related"
"1843","Sobic.010G109200.1.p","TGACG-motif",1,"Plant hormone related"
"1844","Sobic.010G127800.1.p","TGACG-motif",1,"Plant hormone related"
"1845","Sobic.010G133100.1.p","TGACG-motif",2,"Plant hormone related"
"1846","Sobic.010G166850.1.p","TGACG-motif",2,"Plant hormone related"
"1847","Sobic.010G175900.2.p","TGACG-motif",2,"Plant hormone related"
"1848","Sobic.K022800.1.p","TGACG-motif",2,"Plant hormone related"
